"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NUOUPUS","199708","107","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199709","107","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199710","107","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199711","107","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199712","107","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199713","107","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199801","105","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199802","105","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199803","105","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199804","105","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199805","105","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199806","105","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199807","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199808","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199809","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199810","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199811","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199812","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199813","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199901","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199902","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199903","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199904","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199905","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199906","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199907","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199908","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199909","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199910","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199911","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199912","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","199913","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200001","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200002","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200003","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200004","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200005","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200006","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200007","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200008","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200009","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200010","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200011","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200012","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200013","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200101","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200102","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200103","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200104","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200105","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200106","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200107","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200108","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200109","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200110","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200111","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200112","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200113","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200201","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200202","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200203","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200204","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200205","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200206","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200207","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200208","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200209","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200210","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200211","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200212","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200213","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200301","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200302","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200303","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200304","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200305","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200306","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200307","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200308","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200309","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200310","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200311","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200312","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200313","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200401","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200402","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200403","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200404","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200405","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200406","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200407","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200408","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200409","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200410","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200411","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200412","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200413","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200501","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200502","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200503","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200504","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200505","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200506","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200507","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200508","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200509","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200510","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200511","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200512","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200513","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200601","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200602","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200603","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200604","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200605","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200606","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200607","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200608","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200609","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200610","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200611","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200612","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200613","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200701","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200702","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200703","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200704","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200705","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200706","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200707","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200708","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200709","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200710","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200711","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200712","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200713","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200801","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200802","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200803","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200804","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200805","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200806","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200807","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200808","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200809","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200810","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200811","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200812","104","1","Nuclear Generating Units, Total Operable Units","Number"
"NUOUPUS","200813","104","1","Nuclear Generating Units, Total Operable Units","Number"
